cve_id,published_date,last_modified_date,description_en,source_flags,cvss_v31_base_score,cvss_v31_severity,cvss_v31_vector,cvss_v4_base_score,cvss_v4_severity,cvss_v4_vector,cwe_list,product_list
CVE-2009-1031,2009-03-20 00:30:00.717,2025-04-09 00:30:58.490,Directory traversal vulnerability in the FTP server in Rhino Software Serv-U File Server 7.0.0.1 through 7.4.0.1 allows remote attackers to create arbitrary directories via a \.. (backslash dot dot) in an MKD request.,"nvd,v5",,,,,,,"['CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22']","['serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'solarwinds_serv_u_file_server']"
CVE-2009-4815,2010-04-27 15:30:00.703,2025-04-11 00:51:21.963,Directory traversal vulnerability in Serv-U before 9.2.0.1 allows remote authenticated users to read arbitrary files via unspecified vectors.,"nvd,v5",,,,,,,"['CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22']","['serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'solarwinds_serv_u_file_server']"
CVE-2012-2577,2012-08-12 16:55:00.840,2025-04-11 00:51:21.963,"Multiple cross-site scripting (XSS) vulnerabilities in SolarWinds Orion Network Performance Monitor (NPM) before 10.3.1 allow remote attackers to inject arbitrary web script or HTML via the (1) syslocation, (2) syscontact, or (3) sysName field of an snmpd.conf file.","nvd,v5",,,,,,,"['CWE-79' 'CWE-79' 'CWE-79' 'CWE-79' 'CWE-79' 'CWE-79' 'CWE-79' 'CWE-79'
 'CWE-79' 'CWE-79']","['orion_network_performance_monitor' 'orion_network_performance_monitor'
 'orion_network_performance_monitor' 'orion_network_performance_monitor'
 'orion_network_performance_monitor' 'orion_network_performance_monitor'
 'orion_network_performance_monitor' 'orion_network_performance_monitor'
 'orion_network_performance_monitor'
 'solarwinds_orion_network_performance_monitor']"
CVE-2015-7839,2015-10-15 20:59:10.507,2025-04-12 10:46:40.837,SolarWinds Log and Event Manager (LEM) allows remote attackers to execute arbitrary commands on managed computers via a request to services/messagebroker/nonsecurestreamingamf involving the traceroute functionality.,"nvd,v5",,,,,,,['CWE-77' 'CWE-77'],['log_and_event_manager' 'solarwinds_log_and_event_manager']
CVE-2017-6803,2017-03-20 16:59:02.500,2025-04-20 01:37:25.860,"Multiple cross-site request forgery (CSRF) vulnerabilities in the web interface in the Scheduler in SolarWinds (formerly Serv-U) FTP Voyager 16.2.0 allow remote attackers to hijack the authentication of users for requests that (1) change the admin password, (2) terminate the scheduler, or (3) possibly execute arbitrary commands via crafted requests to Admin/XML/Result.xml.","nvd,v5",,,,,,,['CWE-352' 'CWE-352'],['ftp_voyager' 'solarwinds_ftp_voyager']
CVE-2018-13442,2019-07-16 18:15:11.740,2024-11-21 03:47:06.167,SolarWinds Network Performance Monitor 12.3 allows SQL Injection via the /api/ActiveAlertsOnThisEntity/GetActiveAlerts TriggeringObjectEntityNames parameter.,"nvd,v5",,,,,,,['CWE-89' 'CWE-89'],['network_performance_monitor' 'solarwinds_network_performance_monitor']
CVE-2019-12863,2020-02-25 17:15:11.150,2024-11-21 04:23:43.710,"SolarWinds Orion Platform 2018.4 HF3 (NPM 12.4, NetPath 1.1.4) allows Stored HTML Injection by administrators via the Web Console Settings screen.","nvd,v5",4.8,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79' 'CWE-79' 'CWE-79' 'CWE-79' 'CWE-79'],"['netpath' 'network_performance_monitor' 'orion_platform'
 'solarwinds_orion_platfor' 'solarwinds_netpa'
 'solarwinds_network_performance_monitor']"
CVE-2019-12954,2020-02-17 17:15:13.953,2024-11-21 04:23:53.640,"SolarWinds Network Performance Monitor (Orion Platform 2018, NPM 12.3, NetPath 1.1.3) allows XSS by authenticated users via a crafted onerror attribute of a VIDEO element in an action for an ALERT.","nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79' 'CWE-79' 'CWE-79'],"['network_performance_monitor_orion_platform_2018_netpath'
 'network_performance_monitor_orion_platform_2018_npm'
 'solarwinds_network_performance_monitor_orion_platform_2018_netpa'
 'solarwinds_network_performance_monitor_orion_platform_2018_np']"
CVE-2019-16954,2021-01-06 17:15:21.640,2024-11-21 04:31:24.563,SolarWinds Web Help Desk 12.7.0 allows HTML injection via a Comment in a Help Request ticket.,"nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['web_help_desk' 'solarwinds_web_help_desk']
CVE-2019-17125,2020-01-17 18:15:13.103,2024-11-21 04:31:44.660,A Reflected Client Side Template Injection (CSTI) with Angular was discovered in the SolarWinds Orion Platform 2019.2 HF1 in many forms. An attacker can inject an Angular expression and escape the Angular sandbox to achieve stored XSS.,"nvd,v5",6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2020-14006,2020-06-24 14:15:12.100,2024-11-21 05:02:20.197,"Solarwinds Orion (with Web Console WPM 2019.4.1, and Orion Platform HF4 or NPM HF2 2019.4) allows XSS via a Responsible Team.","nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79' 'CWE-79' 'CWE-79'],"['orion_network_performance_monitor' 'orion_web_performance_monitor'
 'solarwinds_orion_web_performance_monitor'
 'solarwinds_orion_network_performance_monitor']"
CVE-2020-15575,2020-07-07 14:15:11.910,2024-11-21 05:05:46.633,"SolarWinds Serv-U File Server before 15.2.1 allows XSS as demonstrated by Tenable Scan, aka Case Number 00484194.","nvd,v5",6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['serv-u' 'solarwinds_serv_u']
CVE-2020-25618,2020-12-16 14:15:12.557,2024-11-21 05:18:15.000,"An issue was discovered in SolarWinds N-Central 12.3.0.670. The sudo configuration has incorrect access control because the nable web user account is effectively able to run arbitrary OS commands as root (i.e., the use of root privileges is not limited to specific programs listed in the sudoers file).","nvd,v5",8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-78' 'CWE-78'],['n-central' 'solarwinds_n_centra']
CVE-2020-27994,2021-02-03 16:15:13.273,2024-11-21 05:22:10.060,SolarWinds Serv-U before 15.2.2 allows Authenticated Directory Traversal.,"nvd,v5",6.5,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-22' 'CWE-22'],['serv-u' 'solarwinds_serv_u']
CVE-2021-27240,2021-03-29 21:15:12.533,2024-11-21 05:57:40.000,"This vulnerability allows local attackers to escalate privileges on affected installations of SolarWinds Patch Manager 2020.2.1. An attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit this vulnerability. The specific flaw exists within the DataGridService WCF service. The issue results from the lack of proper validation of user-supplied data, which can result in deserialization of untrusted data. An attacker can leverage this vulnerability to escalate privileges and execute arbitrary code in the context of Administrator. Was ZDI-CAN-12009.","nvd,v5",7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-502' 'CWE-502'],['patch_manager' 'solarwinds_patch_manager']
CVE-2021-35222,2021-08-31 13:15:07.223,2024-11-21 06:12:05.627,This vulnerability allows attackers to impersonate users and perform arbitrary actions leading to a Remote Code Execution (RCE) from the Alerts Settings page.,"nvd,v5",8.0,HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:R/S:C/C:H/I:L/A:L,,,,['CWE-79' 'CWE-79' 'CWE-79'],['orion_platform' 'windows' 'solarwinds_orion_platfor']
CVE-2021-35236,2021-10-27 01:15:07.530,2024-11-21 06:12:07.410,"The Secure flag is not set in the SSL Cookie of Kiwi Syslog Server 9.7.2 and previous versions. The Secure attribute tells the browser to only send the cookie if the request is being sent over a secure channel such as HTTPS. This will help protect the cookie from being passed over unencrypted requests. If the application can be accessed over both HTTP, there is a potential for the cookie can be sent in clear text.","nvd,v5",3.1,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N,,,,['CWE-614' 'CWE-614' 'CWE-311' 'CWE-311'],"['kiwi_syslog_server' 'solarwinds_kiwi_syslog_server' 'kiwi_syslog_server'
 'solarwinds_kiwi_syslog_server']"
CVE-2021-35250,2022-04-25 20:15:41.787,2024-11-21 06:12:09.313,A researcher reported a Directory Transversal Vulnerability in Serv-U 15.3. This may allow access to files relating to the Serv-U installation and server files. This issue has been resolved in Serv-U 15.3 Hotfix 1.,"nvd,v5",7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,,['CWE-22' 'CWE-22'],['serv-u' 'solarwinds_serv_u']
CVE-2022-36957,2022-10-20 21:15:09.917,2024-11-21 07:14:09.290,SolarWinds Platform was susceptible to the Deserialization of Untrusted Data. This vulnerability allows a remote adversary with Orion admin-level account access to SolarWinds Web Console to execute arbitrary commands.,"nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,"['CWE-502' 'CWE-502' 'CWE-502' 'CWE-502' 'CWE-502' 'CWE-502' 'CWE-502'
 'CWE-502' 'CWE-502' 'CWE-502']","['orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'solarwinds_orion_platfor']"
CVE-2022-36965,2022-09-30 17:15:13.113,2025-05-20 17:15:45.263,Insufficient sanitization of inputs in QoE application input field could lead to stored and Dom based XSS attack. This issue is fixed and released in SolarWinds Platform (2022.3.0).,"nvd,v5",6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2022-36966,2022-10-20 21:15:10.050,2025-05-07 21:15:55.467,Users with Node Management rights were able to view and edit all nodes due to Insufficient control on URL parameter causing insecure direct object reference (IDOR) vulnerability in SolarWinds Platform 2022.3 and previous.,"nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,,,,"['CWE-639' 'CWE-639' 'CWE-639' 'CWE-639' 'CWE-639' 'CWE-639' 'CWE-639'
 'CWE-639' 'CWE-639' 'CWE-639']","['orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'orion_platform' 'orion_platform' 'orion_platform'
 'orion_platform' 'solarwinds_orion_platfor']"
CVE-2022-38111,2023-02-15 19:15:11.763,2024-11-21 07:15:48.900,SolarWinds Platform was susceptible to the Deserialization of Untrusted Data. This vulnerability allows a remote adversary with Orion admin-level account access to SolarWinds Web Console to execute arbitrary commands.,"nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-502' 'CWE-502'],['orion_platform' 'solarwinds_orion_platfor']
CVE-2023-33224,2023-07-26 14:15:10.340,2024-11-21 08:05:10.427,The SolarWinds Platform was susceptible to the Incorrect Behavior Order Vulnerability. This vulnerability allows users with administrative access to SolarWinds Web Console to execute arbitrary commands with NETWORK SERVICE privileges.,"nvd,v5",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-696' 'CWE-696' 'NVD-CWE-Other' 'NVD-CWE-Other'],"['solarwinds_platform' 'solarwinds_solarwinds_platfor'
 'solarwinds_platform' 'solarwinds_solarwinds_platfor']"
CVE-2023-33226,2023-11-01 16:15:08.213,2024-11-21 08:05:10.800,The Network Configuration Manager was susceptible to a Directory Traversal Remote Code Execution Vulnerability.  This vulnerability allows a low-level user to perform the actions with SYSTEM privileges.  ,"nvd,v5",8.0,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-22' 'CWE-22'],"['network_configuration_manager'
 'solarwinds_network_configuration_manager']"
CVE-2023-33231,2023-07-18 17:15:11.397,2024-11-21 08:05:12.050,XSS attack was possible in DPA 2023.2 due to insufficient input validation,"nvd,v5",6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],"['database_performance_analyzer'
 'solarwinds_database_performance_analyzer']"
CVE-2024-23467,2024-07-17 15:15:11.500,2025-02-26 18:40:25.433,The SolarWinds Access Rights Manager was susceptible to a Directory Traversal and Information Disclosure Vulnerability. This vulnerability allows an unauthenticated user to perform remote code execution.,"nvd,v5",9.6,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,,,,['CWE-22' 'CWE-22'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2024-23470,2024-07-17 15:15:12.167,2025-02-26 18:42:36.893,"The SolarWinds Access Rights Manager was found to be susceptible to a pre-authentication remote code execution vulnerability. If exploited, this vulnerability allows an unauthenticated user to run commands and executables. ","nvd,v5",9.6,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,,,,['CWE-287' 'CWE-287'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2024-23471,2024-07-17 15:15:12.403,2025-02-26 18:42:49.727,"The SolarWinds Access Rights Manager was found to be susceptible to a Remote Code Execution Vulnerability. If exploited, this vulnerability allows an authenticated user to abuse a SolarWinds service resulting in remote code execution. ","nvd,v5",9.6,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,,,,['CWE-287' 'CWE-287'],['access_rights_manager' 'solarwinds_access_rights_manager']
CVE-2024-28988,2025-09-01 22:15:30.070,2025-11-14 23:32:43.077,"SolarWinds Web Help Desk was found to be susceptible to a Java Deserialization Remote Code Execution vulnerability that, if exploited, would allow an attacker to run commands on the host machine. This vulnerability was found by the ZDI team after researching a previous vulnerability and providing this report. The ZDI team was able to discover an unauthenticated attack during their research. 





We recommend all Web Help Desk customers apply the patch, which is now available. 





We thank Trend Micro Zero Day Initiative (ZDI) for its ongoing partnership in coordinating with SolarWinds on responsible disclosure of this and other potential vulnerabilities.","nvd,v5",9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-502' 'CWE-502' 'CWE-502' 'CWE-502' 'CWE-502'],"['web_help_desk' 'web_help_desk' 'web_help_desk' 'web_help_desk'
 'solarwinds_web_help_desk']"
CVE-2024-29001,2024-04-18 09:15:11.670,2025-02-26 18:46:49.623,A SolarWinds Platform SWQL Injection Vulnerability was identified in the user interface. This vulnerability requires authentication and user interaction to be exploited.  ,"nvd,v5",7.5,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:L,,,,['CWE-89' 'CWE-89'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2024-29003,2024-04-18 10:15:08.353,2025-02-26 18:46:56.310,The SolarWinds Platform was susceptible to a XSS vulnerability that affects the maps section of the user interface. This vulnerability requires authentication and requires user interaction. ,"nvd,v5",7.5,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:L,,,,['CWE-79' 'CWE-79'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2024-45712,2025-04-15 09:15:13.293,2025-11-18 21:45:38.497,"SolarWinds Serv-U is vulnerable to a client-side cross-site scripting (XSS) vulnerability. The vulnerability can only be performed by an authenticated account, on the local machine, from the local browser session. Therefore the risk is very low.","nvd,v5",2.6,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:N/A:N,,,,['CWE-79' 'CWE-79'],['serv-u' 'solarwinds_serv_u']
CVE-2024-45717,2024-12-04 07:15:06.167,2025-02-06 16:23:40.557,The SolarWinds Platform was susceptible to a XSS vulnerability that affects the search and node information section of the user interface. This vulnerability requires authentication and requires user interaction.,"nvd,v5",7.0,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:L,,,,['CWE-79' 'CWE-79'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2024-52612,2025-02-11 08:15:31.433,2025-02-25 17:29:43.643,SolarWinds Platform is vulnerable to a reflected cross-site scripting vulnerability. This was caused by an insufficient sanitation of input parameters. This vulnerability requires authentication by a high- privileged account to be exploitable.,"nvd,v5",6.8,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,,,,['CWE-79' 'CWE-79'],['solarwinds_platform' 'solarwinds_solarwinds_platfor']
CVE-2025-26391,2025-11-18 09:15:50.220,2025-11-24 16:31:55.880,SolarWinds Observability Self-Hosted XSS Vulnerability. The SolarWinds Platform was susceptible to a XSS vulnerability that affects user-created URL fields. This vulnerability requires authentication from a low-level account.,"nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['observability_self-hosted' 'solarwinds_observability_self_hosted']
CVE-2008-4500,2008-10-09 00:00:01.180,2025-04-09 00:30:58.490,"Serv-U 7.0.0.1 through 7.3, including 7.2.0.1, allows remote authenticated users to cause a denial of service (CPU consumption) via a crafted stou command, probably related to MS-DOS device names, as demonstrated using ""con:1"".","nvd,v5",,,,,,,"['CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20'
 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20']","['serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'solarwinds_serv_u_file_server']"
CVE-2009-3115,2009-09-09 22:30:00.267,2025-04-09 00:30:58.490,SolarWinds TFTP Server 9.2.0.111 and earlier allows remote attackers to cause a denial of service (service stop) via a crafted Option Acknowledgement (OACK) request.  NOTE: some of these details are obtained from third party information.,"nvd,v5",,,,,,,['CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20' 'CWE-20'],"['tftp_server' 'tftp_server' 'tftp_server' 'tftp_server' 'tftp_server'
 'solarwinds_tftp_server']"
CVE-2010-2115,2010-05-28 20:30:01.567,2025-04-11 00:51:21.963,SolarWinds TFTP Server 10.4.0.10 allows remote attackers to cause a denial of service (no new connections) via a crafted read request.,"nvd,v5",,,,,,,['CWE-20' 'CWE-20'],['tftp_server' 'solarwinds_tftp_server']
CVE-2011-4800,2011-12-14 00:55:02.217,2025-04-11 00:51:21.963,"Directory traversal vulnerability in Serv-U FTP Server before 11.1.0.5 allows remote authenticated users to read and write arbitrary files, and list and create arbitrary directories, via a ""..:/"" (dot dot colon forward slash) in the (1) list, (2) put, or (3) get commands.","nvd,v5",,,,,,,"['CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22' 'CWE-22'
 'CWE-22' 'CWE-22']","['serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'serv-u_file_server'
 'serv-u_file_server' 'serv-u_file_server' 'solarwinds_serv_u_file_server']"
CVE-2015-2284,2015-03-24 17:59:11.070,2025-04-12 10:46:40.837,"userlogin.jsp in SolarWinds Firewall Security Manager (FSM) before 6.6.5 HotFix1 allows remote attackers to gain privileges and execute arbitrary code via unspecified vectors, related to client session handling.","nvd,v5",,,,,,,['CWE-264' 'CWE-264'],['firewall_security_manager' 'solarwinds_firewall_security_manager']
CVE-2015-7838,2015-10-15 20:59:08.957,2025-04-12 10:46:40.837,ProcessFileUpload.jsp in SolarWinds Storage Manager before 6.2 allows remote attackers to upload and execute arbitrary files via unspecified vectors.,"nvd,v5",,,,,,,['CWE-20' 'CWE-20'],['storage_manager' 'solarwinds_storage_manager']
CVE-2017-9537,2017-10-03 01:29:03.280,2025-04-20 01:37:25.860,Persistent cross-site scripting (XSS) in the Add Node function of SolarWinds Network Performance Monitor version 12.0.15300.90 allows remote attackers to introduce arbitrary JavaScript into various vulnerable parameters.,"nvd,v5",,,,,,,['CWE-79' 'CWE-79'],['network_performance_monitor' 'solarwinds_network_performance_monitor']
CVE-2018-10241,2018-05-16 14:29:00.253,2024-11-21 03:41:05.507,A denial of service vulnerability in SolarWinds Serv-U before 15.1.6 HFv1 allows an authenticated user to crash the application (with a NULL pointer dereference) via a specially crafted URL beginning with the /Web%20Client/ substring.,"nvd,v5",,,,,,,['CWE-476' 'CWE-476'],['serv-u' 'solarwinds_serv_u']
CVE-2019-16958,2020-12-01 18:15:12.217,2024-11-21 04:31:25.173,Cross-site Scripting (XSS) vulnerability in SolarWinds Web Help Desk 12.7.0 allows attacker to inject arbitrary web script or HTML via Location Name.,"nvd,v5",5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,,,['CWE-79' 'CWE-79'],['help_desk' 'solarwinds_help_desk']
